codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
4323002,DGA,dga_web,Rio Elqui En Puclaro,445,-30.0,-70.85,43,Rio Elqui,432,"Rio Elqui Medio (Jta Turbio, Claro Y Q El Arrayan)",1963-01-08,1965-09-08,964,-
4323003,DGA,dga_web,Rio Elqui En Gualliguaica,490,-30.0208,-70.7992,43,Rio Elqui,432,"Rio Elqui Medio (Jta Turbio, Claro Y Q El Arrayan)",1946-08-01,1965-07-17,4460,-
4314001,DGA,dga_web,Rio Claro En Montegrande,1120,-30.0897,-70.4928,43,Rio Elqui,431,Rio Claro,1947-01-24,1983-03-31,12673,-
4313001,DGA,dga_web,Rio Cochiguaz En El PeÑOn,1360,-30.1222,-70.4344,43,Rio Elqui,431,Rio Claro,1983-08-11,2017-06-08,12252,-
4301003,DGA,dga_web,Rio La Laguna En Nueva Elqui,3100,-30.2,-70.0667,43,Rio Elqui,430,Rio Turbio,1928-04-09,1931-01-31,595,-
4301002,DGA,dga_web,Rio La Laguna En Salida Embalse La Laguna,3130,-30.2028,-70.0361,43,Rio Elqui,430,Rio Turbio,1928-11-16,2017-07-31,19314,-
4311001,DGA,dga_web,Estero Derecho En Alcohuaz,1645,-30.2206,-70.4928,43,Rio Elqui,431,Rio Claro,1983-11-03,2017-07-31,12249,-
4502002,DGA,dga_web,Rio Hurtado En Hurtado,0,-30.2833,-70.7,45,Rio Limari,450,Rio Hurtado,1928-06-01,1931-10-31,1125,-
4502001,DGA,dga_web,Rio Hurtado En La Cortadera,900,-30.3333,-70.7667,45,Rio Limari,450,Rio Hurtado,1968-02-16,1983-02-28,4388,-
4501002,DGA,dga_web,Rio Hurtado En Las Breas,1645,-30.3833,-70.6,45,Rio Limari,450,Rio Hurtado,1928-06-10,1977-11-30,10721,-
4503001,DGA,dga_web,Rio Hurtado En Angostura De Pangue,485,-30.4386,-71.0022,45,Rio Limari,450,Rio Hurtado,1918-09-01,2018-03-09,32616,2017-06-17
4501001,DGA,dga_web,Rio Hurtado En San Agustin,2035,-30.4622,-70.5361,45,Rio Limari,450,Rio Hurtado,1962-12-17,2018-02-18,18321,2017-08-04
4506002,DGA,dga_web,Rio Hurtado En Entrada Embalse Recoleta,410,-30.4772,-71.0692,45,Rio Limari,450,Rio Hurtado,1928-05-26,1984-01-31,7585,-
4506003,DGA,dga_web,Canal Tuqui En Salida Embalse Recoleta,380,-30.4961,-71.0931,45,Rio Limari,450,Rio Hurtado,1970-02-11,2013-01-31,12283,-
4506004,DGA,dga_web,Canal Alimentador Recoleta Entrada Embalse,400,-30.5,-71.0667,45,Rio Limari,450,Rio Hurtado,1959-08-13,1967-01-29,980,-
4550003,DGA,dga_web,Rio Limari En PeÑOnes Bajos,225,-30.5903,-71.1714,45,Rio Limari,455,Rio Limari,1941-10-23,1983-03-31,13642,-
4550001,DGA,dga_web,Rio Limari En Puntilla De Ovalle,0,-30.6167,-71.2,45,Rio Limari,455,Rio Limari,1916-08-01,1931-08-31,4148,-
4558001,DGA,dga_web,Rio Limari En Panamericana,165,-30.6667,-71.5333,45,Rio Limari,455,Rio Limari,1958-10-01,2017-07-31,18912,-
4557002,DGA,dga_web,Estero Punitaqui Antes Junta Rio Limari,170,-30.6722,-71.5267,45,Rio Limari,455,Rio Limari,1962-10-16,2017-02-28,11733,-
4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833,-71.05,45,Rio Limari,454,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),1927-06-01,1984-07-08,11575,-
4716003,DGA,dga_web,Canal Tamelcura,0,-30.6972,-71.0417,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1962-03-01,1963-06-30,475,-
4540002,DGA,dga_web,Rio Guatulame En Desembocadura Embalse La Paloma,330,-30.6997,-71.0358,45,Rio Limari,454,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),1946-10-03,1965-06-25,6599,-
4506005,DGA,dga_web,Canal Alimentador Recoleta En Bocatoma,450,-30.7,-70.9,45,Rio Limari,450,Rio Hurtado,1959-07-01,1977-05-17,3392,-
4540003,DGA,dga_web,Canal Camarico Aguas Abajo Compuertas,0,-30.7,-71.05,45,Rio Limari,454,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),1958-10-02,1986-11-24,6290,-
4523001,DGA,dga_web,Rio Grande En Agua Chica,440,-30.7022,-70.9,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1946-09-15,1983-02-28,12390,-
4523002,DGA,dga_web,Rio Grande En Puntilla San Juan,420,-30.7047,-70.9244,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1942-03-01,2018-03-09,25038,2017-08-01
4522002,DGA,dga_web,Rio Rapel En Junta,485,-30.7081,-70.8728,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1959-04-01,2017-07-31,18595,-
4520004,DGA,dga_web,Rio Rapel En Los Molles,0,-30.7167,-70.6667,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1941-10-02,1947-12-08,1006,-
4522001,DGA,dga_web,Rio Rapel En Paloma,1190,-30.7333,-70.6167,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1941-10-02,1983-03-23,4702,-
4520001,DGA,dga_web,Rio Los Molles En Ojos De Agua,2355,-30.7436,-70.4389,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1970-05-22,2017-07-31,16041,-
4520003,DGA,dga_web,Rio Los Molles En Bocatoma,2620,-30.75,-70.4417,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1970-08-01,1971-07-31,363,-
4556001,DGA,dga_web,Estero Punitaqui En Chalinga,175,-30.75,-71.4167,45,Rio Limari,455,Rio Limari,1968-08-01,1983-03-31,4724,-
4520002,DGA,dga_web,Canal Central Los Molles En Camara Dga,2465,-30.7656,-70.6158,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),1970-07-24,2017-07-31,15360,-
4516001,DGA,dga_web,Rio Grande En Coipo,575,-30.7828,-70.8222,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1942-12-01,1978-04-26,9143,-
4537001,DGA,dga_web,Rio Guatulame En El Tome,410,-30.8006,-70.9697,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1963-07-01,2017-07-31,16613,-
4514001,DGA,dga_web,Rio Mostazal En Cuestecita,1250,-30.8128,-70.6128,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1969-10-03,2017-07-31,16358,-
4516003,DGA,dga_web,Rio Grande En Zemita,0,-30.8144,-70.8042,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1918-08-01,1941-08-08,7923,-
4516002,DGA,dga_web,Canal Palqui En Semita,660,-30.8167,-70.7833,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1959-12-01,1983-03-31,5314,-
4515002,DGA,dga_web,Rio Mostazal En Caren,700,-30.8422,-70.7694,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1972-07-24,2017-07-31,13538,-
4515001,DGA,dga_web,Rio Mostazal Antes Junta Rio Tulahuencito,685,-30.8456,-70.7139,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1959-05-01,1967-10-31,3045,-
4537002,DGA,dga_web,Rio Guatulame En Huanilla,0,-30.8667,-70.9833,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1927-06-01,1930-08-29,959,-
4535003,DGA,dga_web,Canal Matriz Cogoti En Bocatoma,485,-30.8833,-71.0167,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1981-01-06,1987-06-19,1064,-
4513001,DGA,dga_web,Rio Grande En Cuyano,870,-30.9242,-70.7731,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1959-05-05,2018-03-09,20719,2017-08-04
4535004,DGA,dga_web,Rio Guatulame En San Marcos,0,-30.925,-71.0583,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1927-06-01,1934-05-19,2544,-
4511001,DGA,dga_web,Rio Grande En Las Pegas,1512,-30.95,-70.5167,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1942-05-08,1948-01-07,1471,-
4535002,DGA,dga_web,Rio Guatulame En Salida Embalse Cogoti,625,-30.9986,-71.09,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1960-05-05,1984-05-15,7305,-
4511002,DGA,dga_web,Rio Grande En Las Ramadas,1380,-31.0117,-70.5811,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1961-05-18,2018-02-08,18920,2014-09-01
4512001,DGA,dga_web,Rio Tascadero En Desembocadura,1370,-31.0119,-70.6644,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1962-10-23,2017-07-31,18576,-
4531002,DGA,dga_web,Rio Cogoti Entrada Embalse Cogoti,670,-31.0325,-71.0403,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1953-01-10,2018-02-25,18232,2014-10-10
4531001,DGA,dga_web,Rio Cogoti En Cogoti 18,810,-31.0833,-70.9556,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1942-01-01,1983-03-31,9880,-
4534001,DGA,dga_web,Rio Pama Entrada Embalse Cogoti,680,-31.0833,-71.0667,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1953-01-13,1983-04-30,7452,-
4530001,DGA,dga_web,Rio Cogoti En Fraguita,1065,-31.1119,-70.885,45,Rio Limari,453,R. Guatulame (Muro Embalse Paloma),1971-09-14,2018-03-09,14957,2015-01-15
4533001,DGA,dga_web,Quebrada Pana En Fonditos,0,-31.1667,-71.0833,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1927-05-06,1942-03-17,1805,-
4532002,DGA,dga_web,Rio Combarbala En Combarbala,0,-31.1783,-70.9908,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1927-05-07,1942-03-20,2829,-
4532001,DGA,dga_web,Rio Combarbala En Ramadillas,1430,-31.2281,-70.9125,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1975-12-27,2017-07-31,13551,-
4533002,DGA,dga_web,Rio Pama En Valle Hermoso,850,-31.2656,-70.9908,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),1987-10-27,2017-07-31,10022,-
4721001,DGA,dga_web,Rio Illapel En Las Burras,1079,-31.5069,-70.8125,47,Rio Choapa,472,Rio Illapel,1962-03-04,2018-02-23,19057,2017-05-03
4723001,DGA,dga_web,Rio Illapel En Huintil,775,-31.5608,-70.9644,47,Rio Choapa,472,Rio Illapel,1927-05-17,2018-03-09,25950,2016-10-02
4730001,DGA,dga_web,Rio Choapa Aguas Arriba Estero La Canela,40,-31.5836,-71.4606,47,Rio Choapa,473,Rio Choapa Bajo (Entre Rio Illapel Y Desemb.),1961-12-26,2018-03-09,15598,2015-04-01
4726002,DGA,dga_web,Rio Illapel En Santa Cruz,0,-31.65,-71.2167,47,Rio Choapa,472,Rio Illapel,1928-09-01,1931-06-30,1025,-
4726001,DGA,dga_web,Rio Illapel En El Peral,0,-31.6647,-71.2547,47,Rio Choapa,472,Rio Illapel,1983-05-01,2018-03-09,12011,2015-01-29
4713002,DGA,dga_web,Rio Chalinga En Potrero Maitenes,0,-31.6667,-70.9333,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1929-11-01,1952-11-18,7117,-
4716004,DGA,dga_web,Rio Choapa En Puente Negro,200,-31.6881,-71.2658,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1918-01-24,2018-03-09,25164,2016-04-08
4712001,DGA,dga_web,Rio Chalinga En La Palmilla,800,-31.6958,-70.7158,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1991-10-29,2018-01-24,9330,2013-05-24
4716002,DGA,dga_web,Rio Choapa En Puente Ff.Cc.,0,-31.7167,-71.2167,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1946-09-24,1952-11-30,2193,-
4713001,DGA,dga_web,Rio Chalinga En San Agustin,850,-31.7186,-70.8442,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1928-11-10,1973-05-31,13056,-
4713003,DGA,dga_web,Rio Chalinga En Chalinga,0,-31.7408,-70.9522,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1928-11-14,1930-09-16,659,-
4716001,DGA,dga_web,Rio Choapa En Lamahuida,275,-31.7422,-71.1492,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1958-12-03,1983-02-18,7410,-
4714001,DGA,dga_web,Estero Camisas En Desembocadura,400,-31.7714,-71.0639,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1965-01-22,2003-09-26,10144,-
4711002,DGA,dga_web,Canal Caracha En Bocatoma,500,-31.7833,-70.9667,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1985-09-03,1987-07-06,641,-
4711001,DGA,dga_web,Rio Choapa En Salamanca,500,-31.8117,-70.9303,47,Rio Choapa,471,Rio Choapa Medio (Entre Rios Cuncumen E Illapel),1931-06-01,2018-03-09,20875,2014-08-01
4704001,DGA,dga_web,Rio Cuncumen Antes Junta Choapa (Chacay),1030,-31.8167,-70.6,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),2000-01-01,2018-03-09,5994,2000-01-01
4704002,DGA,dga_web,Rio Cuncumen Antes Bocatoma De Canales,1360,-31.8289,-70.5972,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),1965-10-15,2005-12-01,10120,-
4810005,DGA,dga_web,Estero Pupio Antes Quebrada Llau-Llau,632,-31.9456,-71.0606,48,Costeras R.Choapa-R.Quilimari,481,Estero Pupio,2011-01-01,2018-03-09,2238,2011-01-01
4810006,DGA,dga_web,Quebrada Llau-Llau,624,-31.9461,-71.0619,48,Costeras R.Choapa-R.Quilimari,481,Estero Pupio,2015-08-01,2017-07-31,452,-
4810001,DGA,dga_web,Estero Pupio En El Romero,570,-31.9481,-71.0747,48,Costeras Entre R.Choapa Y R.Quilimari,481,Estero Pupio,1989-10-04,2018-03-09,9323,2015-04-24
4703002,DGA,dga_web,Rio Choapa En Cuncumen,1200,-31.9667,-70.5944,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),1965-10-14,2018-03-09,17941,2016-12-31
4703001,DGA,dga_web,Rio Choapa Sobre El Rio Valle,1260,-31.9833,-70.5667,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),1965-12-07,1982-12-03,4366,-
4700001,DGA,dga_web,Estero El Soldado En Laguna El Pelado,3500,-32.0,-70.3167,47,Rio Choapa,470,Rio Choapa Alto (Hasta Abajo Junta Rio Cuncumen),1950-02-15,1985-02-18,2944,-
5101001,DGA,dga_web,Rio Pedernal En Tejada,1080,-32.0708,-70.7564,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Jta Rio Sobrante),1962-12-22,2017-07-31,14260,-
4901001,DGA,dga_web,Rio Quilimari En Los Condores,200,-32.1,-71.2833,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1964-11-19,1978-07-31,2846,-
4902001,DGA,dga_web,Rio Quilimari En Retama,0,-32.1333,-71.4,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1929-03-01,1931-08-31,912,-
4900001,DGA,dga_web,Rio Quilimari En Chivato,0,-32.15,-71.1708,49,Rio Quilimari,490,Rio Quilimari Hasta Muro Embalse Culimo,1928-07-03,1929-06-03,289,-
5101002,DGA,dga_web,Rio Chalaco En Embalse,1883,-32.1667,-70.8167,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Jta Rio Sobrante),1974-06-28,1981-09-24,1052,-
5100001,DGA,dga_web,Rio Sobrante En Piadero,1300,-32.2253,-70.7119,51,Rio Petorca,510,Rio Petorca Alto (Hasta Despues Junta Rio Sobrante),1928-08-06,2018-03-09,19263,2012-05-28
5110001,DGA,dga_web,Rio Petorca En Petorca,0,-32.25,-70.9333,51,Rio Petorca,511,Rio Petorca Medio (Entre Sobrante Y E Las Palmas),1928-08-09,1930-06-30,621,-
5111003,DGA,dga_web,Estero Las Palmas En Palquico,0,-32.2544,-71.1333,51,Rio Petorca,511,Rio Petorca Medio (Entre Sobrante Y E Las Palmas),1974-06-10,1983-11-29,1691,-
5110002,DGA,dga_web,Rio Petorca En Peon O Hierro Viejo,450,-32.2786,-70.9889,51,Rio Petorca,511,Petorca Medio,1979-05-05,2017-07-31,11299,-
5200001,DGA,dga_web,Rio Alicahue En Colliguay,780,-32.33,-70.7381,52,Rio Ligua,520,Rio Ligua Alto (Estero Alicahue),1963-11-30,2018-03-09,17991,2007-08-01
5120001,DGA,dga_web,Rio Petorca En Longotoma O Puente Ff,126,-32.3778,-71.3719,51,Rio Petorca,512,Rio Petorca Bajo (Entre Las Palmas Y Desemb.),1979-05-07,2017-07-31,10236,-
5220002,DGA,dga_web,Rio Ligua En Cabildo,0,-32.4253,-71.0808,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desemb.,1925-01-01,1928-07-31,521,-
5221002,DGA,dga_web,Rio Ligua En Quinquimo,18,-32.4414,-71.3139,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desemb.,1979-05-05,2016-07-31,11106,-
5221001,DGA,dga_web,Rio Ligua En Placilla,150,-32.4417,-71.2994,52,Rio Ligua,522,Rio Ligua Bajo (Entre Estero Los Angeles Y Desemb.,1964-04-01,1982-06-30,2635,-
5414001,DGA,dga_web,Rio Putaendo En Resguardo Los Patos,1218,-32.5017,-70.5811,54,Rio Aconcagua,541,Aconcagua Medio,1939-09-01,2018-03-09,26911,2012-10-18
5415002,DGA,dga_web,Estero Hualtatas En Desembocadura,0,-32.6942,-70.4089,54,Rio Aconcagua,541,Rio Aconcagua Medio (Entre Rio Colorado Y E Seco),1929-10-27,1936-06-30,2427,-
5415001,DGA,dga_web,Estero Quilpue Antes Junta Rio Aconcagua,530,-32.7292,-70.7467,54,Rio Aconcagua,541,Rio Aconcagua Medio (Entre Rio Colorado Y E Seco),1962-07-12,1972-09-12,2041,-
5405001,DGA,dga_web,Rio Los Riecillos Antes Junta Rio Colorado,0,-32.75,-70.3167,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1929-07-01,1942-04-30,4676,-
5410003,DGA,dga_web,Canal Parry 2 Despues Bt Aconcagua,630,-32.75,-70.7333,54,Rio Aconcagua,541,Rio Aconcagua Medio (Entre Rio Colorado Y E Seco),1962-07-20,1975-02-24,3098,-
5420004,DGA,dga_web,Rio Aconcagua En Panquehue (Ca),510,-32.75,-70.8333,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1946-08-21,1951-11-14,1063,-
5410005,DGA,dga_web,Rio Aconcagua En San Felipe,650,-32.7572,-70.7367,54,Rio Aconcagua,541,Aconcagua Medio,1918-11-01,2018-03-09,20264,2007-08-01
5411002,DGA,dga_web,Estero Pocuro Antes Junta Rio Aconcagua,830,-32.7636,-70.725,54,Rio Aconcagua,541,Rio Aconcagua Medio (Entre Rio Colorado Y E Seco),1929-11-01,1983-08-01,7779,-
5420001,DGA,dga_web,Estero De Los Campos En Las Compuertas,0,-32.7667,-70.8333,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1985-01-22,1985-12-31,344,-
5421002,DGA,dga_web,Estero Catemu En Puente Santa Rosa,510,-32.7769,-70.9772,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1985-11-01,2017-07-31,11010,-
5424001,DGA,dga_web,Estero Litre En Panamericana,220,-32.7833,-71.2167,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-19,1963-10-20,159,-
5320001,DGA,dga_web,Estero Quintero En Valle Alegre,40,-32.7936,-71.4161,53,Costeras Ligua-Aconcagua,532,Costeras Entre Estero Catapilco Y Rio Aconcagua,1996-09-09,2017-07-31,6114,-
5421003,DGA,dga_web,Rio Aconcagua En Chagres,0,-32.8,-70.9833,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1920-08-24,1930-03-31,1177,-
5420002,DGA,dga_web,Estero De Los Campos En Antes Junta Rio Aconcagua,550,-32.8019,-70.9294,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-12,1983-07-08,7348,-
5421001,DGA,dga_web,Estero Catemu Antes Junta Rio Aconcagua,510,-32.8167,-71.0,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-21,1984-12-31,7599,-
5425002,DGA,dga_web,Rio Aconcagua En Puente Lo Rojas,170,-32.8167,-71.25,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-06-01,1965-08-08,894,-
5425001,DGA,dga_web,Estero Lo Rojas Antes Junta Rio Aconcagua,170,-32.8167,-71.2667,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-08-02,1964-11-11,473,-
5423002,DGA,dga_web,Estero Las Vegas Aguas Abajo Canal Las Vegas,0,-32.8333,-71.0167,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1972-07-01,1984-04-30,1609,-
5423004,DGA,dga_web,Estero Romeral Antes Junta Rio Aconcagua,544,-32.8333,-71.0833,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-20,1984-06-30,5333,-
5404001,DGA,dga_web,Canal Colorado En Bocatoma,1391,-32.8347,-70.3533,54,Rio Aconcagua,540,Aconcagua Alto,2014-01-01,2018-03-09,1381,2014-01-01
5422001,DGA,dga_web,Estero Las Vegas En Desembocadura,0,-32.8347,-70.9983,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-01,2002-06-04,12562,-
5423001,DGA,dga_web,Canal Las Vegas En Bocatoma,320,-32.8369,-71.0042,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-08-28,2017-07-31,15549,-
5423003,DGA,dga_web,Rio Aconcagua En Romeral,365,-32.8403,-71.0256,54,Rio Aconcagua,542,Aconcagua Bajo,1959-07-08,2018-03-09,11305,2001-10-10
5423005,DGA,dga_web,Rio Aconcagua En Panamericana,210,-32.8439,-71.1164,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-01,1990-10-31,2662,-
5410001,DGA,dga_web,Rio Aconcagua En Vizcachas,930,-32.85,-70.5,54,Rio Aconcagua,541,Rio Aconcagua Medio (Entre Rio Colorado Y E Seco),1913-10-01,1936-06-07,3667,-
5423011,DGA,dga_web,Canal Puntilla Torrejon En Bocatoma,210,-32.85,-71.1167,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1991-06-19,1992-01-31,217,-
5423010,DGA,dga_web,Canal Comunidad Purutun En Bocatoma,210,-32.85,-71.1167,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1991-06-19,1992-01-31,216,-
5423009,DGA,dga_web,Canal Comunidad Hijuela En Bocatoma,210,-32.85,-71.1167,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1991-06-22,1992-01-31,222,-
5423008,DGA,dga_web,Canal Melon En Bocatoma,210,-32.85,-71.1167,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1991-09-28,1992-01-31,123,-
5410002,DGA,dga_web,Rio Aconcagua En Chacabuquito,950,-32.8503,-70.5094,54,Rio Aconcagua,541,Aconcagua Medio,1936-09-02,2018-03-09,26570,2012-03-01
5406002,DGA,dga_web,Rio Colorado Antes Junta Rio Aconcagua,0,-32.8556,-70.4092,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1914-05-21,1944-04-30,8244,-
5406001,DGA,dga_web,Rio Colorado En Colorado,1062,-32.8572,-70.4122,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1964-11-01,2017-07-31,16240,-
5401003,DGA,dga_web,Rio Juncal En Juncal,1800,-32.8625,-70.1675,54,Rio Aconcagua,540,Aconcagua Alto,1913-02-15,2018-03-09,20985,2016-04-20
5403003,DGA,dga_web,Rio Aconcagua En Los Quilos,1062,-32.8667,-70.4167,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1965-01-30,1981-03-28,5015,-
5423006,DGA,dga_web,Estero Rabuco En Fundo Rabuco,300,-32.8667,-71.1333,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1969-01-01,1983-09-07,5012,-
5426001,DGA,dga_web,Rio Aconcagua En Puente Boco (Ca),120,-32.8667,-71.25,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1962-07-17,1966-07-10,1124,-
5401002,DGA,dga_web,Rio Juncal Ante Junta Rio Blanco,0,-32.9044,-70.2939,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1914-01-16,1930-12-31,5787,-
5403002,DGA,dga_web,Rio Aconcagua En Rio Blanco,1420,-32.9067,-70.3036,54,Rio Aconcagua,540,Aconcagua Alto,1970-04-02,2018-03-09,15643,2015-08-20
5402001,DGA,dga_web,Rio Blanco En Rio Blanco,1420,-32.9072,-70.2978,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1914-01-16,2018-03-09,21955,2014-12-10
5411001,DGA,dga_web,Estero Pocuro En El Sifon,1000,-32.9164,-70.5403,54,Rio Aconcagua,541,Rio Aconcagua Medio (Entre Rio Colorado Y E Seco),1930-12-19,2017-07-31,26261,-
5402002,DGA,dga_web,Canal Chacabuco En Bocatoma,0,-32.9167,-70.3333,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1984-06-12,1985-12-31,399,-
5427003,DGA,dga_web,Estero De Limache Antes Junta Rio Aconcagua,120,-32.9242,-71.4439,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1970-12-01,1983-07-08,3740,-
5400002,DGA,dga_web,Rio Juncalillo En Calaveras,0,-32.9333,-70.25,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),1913-02-17,1931-05-30,2857,-
5426002,DGA,dga_web,Rio Aconcagua En Tabolango,60,-32.9333,-71.3667,54,Rio Aconcagua,542,Rio Aconcagua Bajo (Entre Despues E Seco Y Desemb),1963-02-18,1970-03-31,1834,-
5402015,DGA,dga_web,Rio Blanco Antes Junta Rio De Los Leones,0,-32.98,-70.2547,54,Rio Aconcagua,540,Rio Aconcagua Alto (Rio Colorado Y E. Riecillos),2014-01-01,2018-03-09,1106,2014-01-01
